id,name,category,ingredient,recipe
1016,곤드레나물밥,['간단요리'],"[['냉동 곤드레나물', '80g'], ['소고기 다짐육', '80g'], ['당근', '약간(40g)'], ['밥', '2공기'], ['카놀라유', '1술'], ['참깨', '약간'], ['국간장', '2술'], ['다진 마늘', '⅓술'], ['들기름', '2술'], ['소금', '1꼬집'], ['올리고당', '약간'], ['다진 마늘', '약간']]","['냉동 곤드레나물은 해동한 뒤 씻고 물기를 뺀 뒤 송송 썰고 밑간 재료를 넣어 무쳐 주세요.  *Tip. 말린 곤드레나물은 전날 물에 불린 뒤 데쳐서 밥솥에 넣고 조리하세요!', '달군 팬에 순서 1을 넣고 중약불에서 4분간 볶아주세요.', '달군 팬에 카놀라유를 두르고, 밑간 한 소고기 다짐육과 잘게 다진 당근을 넣고 중약불에서 5분간 볶아주세요.', '팬에 밥과 순서 2, 3을 넣고 중약불에서 3분간 볶아낸 뒤 그릇에 담고 참깨를 뿌리면 완성이예요.', '기호에 따라 양념간장 등을 곁들여도 좋답니다.']"
1017,새우간장깐풍기,['메인요리'],"[['칵테일새우', '130g'], ['카놀라유', '500ml'], ['검은깨', '약간'], ['올리브유', '약간'], ['마늘', '3쪽'], ['청양고추', '1개'], ['홍고추', '1개'], ['진간장', '1술'], ['올리고당', '3술'], ['굴소스', '⅔술'], ['흑설탕', '1술'], ['생수', '70ml'], ['튀김가루', '5술'], ['녹말가루', '1술']]","['튀김옷 재료를 섞은 뒤 칵테일새우를 넣어 묻혀놔 주세요. 카놀라유를 끓여 180℃가 되면 칵테일새우를 넣고 3분 튀긴 뒤 건져내고 다시 2분 더 튀겨주세요.', '달군 팬에 올리브유를 두르고 슬라이스한 마늘, 어슷하게 썬 홍고추와 청양고추를 넣고 중불에서 2분간 볶아주세요.', '진간장, 올리고당, 굴소스, 흑설탕을 넣고 저어가며 졸여주세요.', '순서 3에 순서 1을 넣고 뒤적이며 1분간 볶아주세요.', '완성된 새우간장깐풍기를 접시에 담아 맛있게 즐겨보세요. 기호에 따라 청양고추를 추가하면 더 매콤하게 드실 수 있어요!']"
1018,미소 청국장,['한식'],"[['두부', '½모'], ['애호박', '⅓개'], ['양파', '¼개'], ['청양고추', '½개'], ['대파 (10cm)', '1개'], ['멸치 다시마 육수', '600ml'], ['청국장', '1술(25g)'], ['된장', '1술(20g)'], ['다진 마늘', '⅓술'], ['고춧가루', '약간']]","['냄비에 멸치・다시마 육수를 붓고 청국장, 된장을 잘 풀어 넣은 뒤 강불에서 4분 이상 끓여주세요.', '반달썰기 한 애호박과 깍둑 썬 두부를 넣고 강불에서 끓여주세요. 재료가 어느 정도 익으면 반달썰기 한 양파와 어슷 썬 청양고추 그리고 다진 마늘을 넣고 3분 더 끓여주세요.', '마지막으로 어슷하게 썬 대파와 고춧가루를 넣고 중불에서 3분 더 끓여주세요.', '구수한 향을 음미하며 따뜻할 때 맛있게 드세요!']"
1019,케일쌈밥과 멸치쌈장,['메인요리'],"[['혼합잡곡밥', '2공기'], ['데친 케일(쌈용)', '16장'], ['마른 멸치(중간 크기)', '20개'], ['양파', '⅓개'], ['카놀라유', '1술'], ['된장', '2술(40g)'], ['다진 마늘', '⅓술'], ['쌀뜨물', '3술'], ['쪽파', '3줄기(10g)'], ['참기름', '약간'], ['참깨', '약간']]","['데친 케일 위에 혼합잡곡밥을 한술씩 떠서 올린 뒤 돌돌 말아 쌈밥을 만들어주세요.  *Tip. 케일은 쌈용 케일과 즙용으로 쓰는 큰 케일이 있으니 구입할 때 주의하세요!', '달군 팬에 카놀라유를 두른 뒤 중불에서 다진 양파를 넣고 볶다가 갈색이 되면 손질한 마른 멸치를 넣어 볶아주세요.  *Tip. 멸치를 볶아서 쓰면 비린 맛을 줄일 수 있어요.', '된장, 다진 마늘, 쌀뜨물을 넣고 중약불에서 저어가며 볶아주세요.  *Tip. 쌀뜨물은 네 번째 쌀 씻은 물이 좋습니다.', '순서 3에 송송 썬 쪽파를 넣어 약불에서 1분간 볶고 참기름, 참깨를 넣어 골고루 섞은 뒤 불을 꺼주세요.', '완성된 케일쌈밥에 멸치쌈장을 곁들여 맛있게 드세요!']"
1020,모둠나물피자전,['메인요리'],"[['모짜렐라 치즈', '½컵'], ['부침가루', '4술'], ['피자소스', '2와 ½술'], ['카놀라유', '2술'], ['옥수수 통조림', '2술(40g)'], ['시금치', '30g'], ['당근', '약간(30g)'], ['양파', '½개(40g)'], ['데친 고사리', '5줄기(30g)'], ['연근', '약간(40g)'], ['햄', '약간(30g)']]","['부침 반죽 재료를 잘게 다진 뒤 볼에 넣고 섞은 뒤 부침가루, 피자소스를 넣고 다시 섞어주세요.  *Tip. 옥수수는 물기를 빼고 사용하세요!', '달군 팬에 카놀라유를 두른 뒤 순서 1을 동그랗게 떠 약불에서 앞뒤로 각각 4분씩 부쳐주세요.', '모짜렐라 치즈를 올린 뒤 팬 뚜껑을 닫고 약불에서 치즈가 녹을 때까지 기다려 주세요.', '']"
1021,건강영양밥,['메인요리'],"[['멥쌀', '1과 ½컵'], ['찹쌀', '½컵'], ['호박고구마', '¼개(50g)'], ['단호박', '⅒개(50g)'], ['맛밤', '6개'], ['표고버섯', '3개'], ['생수', '2컵'], ['소고기 다짐육', '80g'], ['카놀라유', '1술'], ['맛술', '1술'], ['소금, 후추', '약간'], ['쪽파', '4줄기(12g)'], ['멸치 다시마 육수', '2술'], ['진간장', '3술'], ['참기름', '½술'], ['매실액', '½술'], ['참깨', '2꼬집']]","['전기밥솥에 먹기 좋게 썬 호박고구마, 단호박, 맛밤과 슬라이스한 표고버섯 그리고 미리 30분간 물에 불려놓은 찹쌀, 맵쌀을 넣고 생수를 부은 뒤 밥을 지어주세요.', '달군 팬에 카놀라유를 두른 뒤 분량의 밑간 재료에 20분간 재워둔 소고기 다짐육을 넣고 중불에서 볶아주세요.', '순서 1의 밥 위에 순서 2를 올리고 분량의 재료로 양념장을 만들어 주세요.', '밥에 양념장을 곁들여 잘 비빈 후 맛있게 즐기세요!']"
1022,장어덮밥,['메인요리'],"[['밥', '2공기'], ['민물장어', '1마리(300g)'], ['카놀라유', '약간'], ['맛술', '2술'], ['청주', '100ml'], ['데리야끼 소스', '7술'], ['청양고추', '⅓개'], ['마늘즙', '⅓술'], ['생강즙', '⅓술'], ['멸치 다시마 육수', '120ml'], ['무순', '약간'], ['달걀 흰자 지단', '약간'], ['달걀 노른자 지단', '약간'], ['생강', '약간']]","['달군 팬에 카놀라유를 두르고 밑간에 15~20분간 재워둔 민물장어를 약불에서 껍질부터 앞뒤로 5분씩 구워 주세요.', '달군 팬에 양념 재료를 넣고 강불에서 끓여주세요. 양념이 끓으면 1~2분 졸여주세요.  *Tip. 청양고추는 잘게 다져 넣어주세요!', '구운 민물장어에 양념을 끼얹으며 약불에서 양념이 잘 배도록 졸여주세요.', '그릇에 밥, 장어, 채 썬 고명 순으로 담아 맛있게 즐기세요. 기호에 따라 생강은 생략하셔도 된답니다. 끓인 양념이 남았다면 밥에 비벼 드셔도 아주 맛있어요!']"
1023,크림카레떡볶이와 감자크림소스,['메인요리'],"[['구멍 떡볶이떡', '200g'], ['버터', '⅔술(10g)'], ['양파', '½개(50g)'], ['브로콜리', '약간(35g)'], ['파프리카고춧가루', '⅓술'], ['생수', '200ml'], ['카레가루', '2술(25g)'], ['삶은감자', '½개(65g)'], ['휘핑크림', '1술'], ['우유', '3술'], ['소금, 설탕', '약간']]","['달군 팬에 버터를 녹인 뒤 깍둑 썬 양파와 브로콜리, 파프리카고춧가루를 넣고 중약불에서 뒤적이며 3분간 볶아주세요.', '중불에서 카레물을 넣어 4분간 끓이고, 데친 구멍 떡볶이떡을 넣은 뒤 약불로 줄여 4분 더 볶아주세요. 이 때 채소와 떡볶이떡이 눌러붙지 않도록 계속 저으며 볶아주세요.  *Tip. 끓는 물에 소금을 넣고 떡을 데치면 더욱 쫄깃하고 맛이 좋답니다.', '분량의 소스 재료를 한데 넣은 뒤 건더기가 없을 정도로 으깨어 섞어주세요.', '완성된 떡볶이에 감자크림소스를 곁들여 맛있게 즐기세요.']"
1024,김치쌀국수,['퓨전'],"[['쌀국수 건면', '160g'], ['차돌박이', '100g'], ['적양파', '½개'], ['숙주나물', '1줌(100g)'], ['다시마 멸치 육수', '800ml'], ['쌀국수 장국', '3술'], ['홍고추', '1개'], ['김치', '1컵(130g)'], ['쪽파', '4줄기(15g)'], ['식초', '1술'], ['설탕', '1술']]","['얇게 채 썬 적양파에 절임 재료를 넣고 10분 재워 둡니다.', '냄비에 멸치・다시마 육수, 쌀국수장국, 어슷 썬 홍고추와 먹기좋게 썬 김치를 넣고 강중불에서 6분간 끓여주세요.', '순서 2를 끓이는 동안 다른 냄비에 차돌박이와 숙주나물을 각각 데치고 숙주나물은 찬물에 씻은 뒤 물기를 빼 주세요. 쌀국수 건면은 삶은 뒤 찬물에 헹궈 물기를 빼 둡니다.  *Tip. 데친 숙주를 전자렌지에 살짝 돌리면 아삭한 식감을 느낄 수 있어요!', '그릇에 순서 3의 차돌박이, 숙주, 면을 넣은 뒤 순서 1을 올리고 순서 2를 부은 뒤 송송 썬 쪽파를 올리면 완성이랍니다.']"
1025,흑마늘 핫도그,['간식'],"[['소시지', '2개(100g)'], ['카놀라유', '900ml'], ['설탕', '2술'], ['케첩', '약간'], ['허니머스터드', '약간'], ['핫케이크가루', '1컵(90g)'], ['튀김가루', '1술(15g)'], ['생수', '80ml'], ['흑마늘즙', '1술']]","['분량의 반죽 재료를 한데 넣고 멍울지지 않게 잘 섞어주세요.', '데친 소시지를 2등분하고 각각 나무 젓가락에 꽂은 뒤 순서 1의 반죽을 골고루 묻혀주세요.  *Tip. 가정에서는 긴 소시지를 튀기기 어려우므로 2등분하여  튀기는게 더욱 만들기 수월하답니다.', '냄비에 카놀라유를 넣고 끓이다가 카놀라유가 180℃가 되면 순서 2를 넣어 3분간 튀겨주세요.  *Tip. 핫도그는 세운 채 골고루 익게 돌려가며 튀기다가 반죽이 익으면 눕힌 채 튀겨주세요!', '잘 튀겨진 핫도그에 설탕을 뿌리고 케첩과 머스터드를 뿌리면 한 입씩 베어먹기 좋은 맛있는 핫도그의 완성이예요. 케첩과 머스터드 대신 칠리소스나 마요네즈, 시즈닝가루를 뿌려 먹어도 맛있답니다!']"
1026,토마토두부카프레제와 라임드레싱,['채식'],"[['슬라이스 토마토', '6개'], ['슬라이스 순두부', '6개'], ['어린잎 채소', '약간'], ['발사믹 드레싱', '적당량'], ['양파', '⅓개(30g)'], ['오이피클', '4개'], ['오이피클 국물', '3술'], ['라임즙', '1술'], ['휘핑크림', '1술'], ['마요네즈', '1술'], ['꿀', '약간'], ['양파시즈닝 가루', '약간']]","['믹서에 양파, 오이피클, 오이피클 국물, 라임즙을 넣고 곱게 갈아주세요. (드레싱 재료는 2인분이 넘는 양이예요.)', '볼에 순서 1과 휘핑크림, 마요네즈, 꿀, 양파시즈닝가루를 한데 넣고 되직하게 섞어주세요.', '슬라이스한 토마토와 순두부를 포갠 뒤 발사믹드레싱과 순서 2를 번갈아 가며 뿌려주세요.', '어린잎 채소를 올리면 색감이 살아나 눈도 입도 즐겁게 토마토카프레제를 즐기실 수 있답니다!  *Tip. 올리브오일은 토마토의 비타민 흡수를 도와주기 때문에 살짝 뿌려드시면 더욱 좋아요!']"
1027,전복양념구이,['메인요리'],"[['전복', '4개'], ['카놀라유', '1술'], ['참깨', '약간'], ['생수', '1술'], ['버터', '⅔술(10g)'], ['다진 마늘', '¼술'], ['고운 고춧가루', '약간'], ['꿀', '½술'], ['고추장', '½술']]","['달군 팬에 버터를 두르고 다진 마늘을 넣어 약불에서 볶아주세요. 마늘 향이 올라오면 나머지 양념 재료를 넣고 함께 볶아주세요.  *Tip. 다량의 버터와 다진 마늘을 넣고 중불에서 전복을 졸이면 버터전복구이가 된답니다!', '달군 팬에 카놀라유를 두른 뒤, 손질 후 칼집 낸 전복을 약불에서 노릇노릇하게 구워주세요.', '불을 끄고 양념을 바른 뒤 참깨를 뿌리면 완성이예요.']"
1028,크래미달걀탕,['메인요리'],"[['달걀', '1개'], ['대파 (10cm)', '1개'], ['크래미', '5개'], ['국간장', '½술'], ['소금', '약간'], ['멸치 다시마 육수', '700ml'], ['양파', '½개'], ['당근', '약간(25g)'], ['표고버섯', '1개']]","['냄비에 멸치·다시마 육수, 채 썬 당근과 양파를 넣고 강불에서 3~4분동안 끓여주세요.', '육수가 끓으면 중불로 줄인 뒤 잘게 찢은 크래미를 넣고, 국간장과 소금을 넣어 간을 맞추세요.', '냄비 가장자리를 빙 둘러가며 체에 곱게 거른 달걀물을 넣어주세요.  *Tip. 달걀을 넣고 오래 끓이면 달걀이 뭉치고 색이 탁해지니 주의하세요!', '어슷하게 썬 대파를 넣고 한소끔 더 끓인 뒤 슬라이스한 표고버섯을 넣어주세요.', '그릇에 담아 따끈한 국물을 즐겨보세요.']"
1029,참가자미미역국,['한식'],"[['참가자미(大)', '1마리'], ['생수', '1.4L'], ['맛술', '½술'], ['소금', '약간'], ['건미역', '약간(10g)'], ['고춧가루. 다진 마늘', '½술'], ['다진 생강', '약간'], ['들깨가루', '½술'], ['들기름', '1술'], ['국간장', '1술']]","['냄비에 참가자미, 생수, 맛술을 넣고 강불에서 끓이다가 육수가 끓으면 중약불로 줄여 30분 끓여주세요.  *Tip. 육수는 버리지 마세요!', '오목한 팬에 미역과 다진 마늘, 다진 생강, 들깨가루, 들기름과 국간장을 넣고 중불에서 4분간 볶아주세요.', '순서 1에 살만 발라낸 가자미와 순서 2를 넣고 중약불에서 10분 더 끓여주세요. 부족한 간은 소금으로 맞춰주세요.', '따끈한 참가자미미역국을 밥과 함께 맛있게 즐겨보세요.']"
1030,나시고랭밥말이봉봉,['간단요리'],"[['라이스페이퍼', '6장'], ['햄', '약간(50g)'], ['양파', '⅓개(30g)'], ['밥', '1공기'], ['굴소스', '1술'], ['쪽파', '2줄기'], ['흑임자', '약간'], ['카놀라유', '약간']]","['잘게 다진 햄을 살짝 데쳐주세요. (햄에 뜨거운 물을 끼얹어도 된답니다.)', '달군 팬에 카놀라유를 두르고 잘게 다진 양파와 데친 햄을 넣고 강불에서 2분간 볶아주세요.', '밥 1공기와 송송 썬 쪽파, 굴소스, 흑임자를 넣고 중불에서 2분간 볶아주세요.', '뜨거운 물에 10초간 데친 라이스페이퍼에 순서 3을 적당히 넣고 돌돌 말아준 뒤, 달군 팬에 카놀라유를 두르고 살짝 구워주세요.', '완성된 밥말이봉봉을 맛있게 드세요!  *Tip. 데친 라이스페이퍼는 시간이 지나면 질겨지므로 따뜻할 때 바로 드시는 게 좋아요!']"
1031,들깨무채국,['한식'],"[['무우', '¼개(150g)'], ['멸치 다시마 육수', '700ml'], ['다진 마늘', '⅓술'], ['들기름', '2술'], ['들깨가루', '2술'], ['국간장', '1술'], ['소금', '약간']]","['냄비에 들기름을 두른 뒤 채 썬 무와 다진 마늘을 넣고 약불에서 5분 볶아주세요.', '멸치·다시마 육수를 넣고 강불에서 4분 끓인 뒤 들깨가루, 국간장, 소금을 넣고 중약불에서 6분 더 끓여주세요.', '어슷하게 썬 대파를 넣고 중약불에서 2분 더 끓여주세요.', '따끈할 때 맛있게 드세요!']"
1032,삼색밀전병과 겨자소스,['메인요리'],"[['카놀라유', '2술'], ['표고버섯', '3개'], ['당근', '약간(20g)'], ['소금', '약간'], ['달걀 흰자 지단', '약간'], ['달걀 노른자 지단', '약간'], ['오이 껍질', '½개'], ['진간장', '약간'], ['설탕', '약간'], ['참기름', '약간'], ['메밀가루', '½컵(50g)'], ['물', '100m'], ['소금', '약간'], ['밀가루', '½컵(50g)'], ['당근즙', '20ml'], ['물', '80ml'], ['소금', '약간'], ['잣가루', '약간'], ['밀가루', '½컵(50g)'], ['시금치가루', '약간'], ['물', '100ml'], ['소금', '약간'], ['연겨자', '약간'], ['진간장', '1술'], ['배즙', '2술'], ['연유', '약간'], ['매실액', '½술']]","['세 가지 전병 재료를 각각 섞어 반죽을 만든 뒤, 달군 팬에 카놀라유를 두르고 중약불에서 전병을 부쳐주세요.', '달군 팬에 채 썬 당근, 소금을 넣고 중약불에서 3분 볶은 뒤 꺼내주세요.', '같은 팬에 미리 밑간한 표고버섯을 중불에서 2분간 볶아주세요.  *Tip. 표고버섯은 밑간하여 5분간 재운 뒤 슬라이스해서 사용하세요!', '전병에 순서 2, 3, 그리고 흰색과 노란색 지단, 채썬 오이 껍질을 놓고 돌돌 말은 뒤 2~3cm 길이로 썰어주세요. 분량의 재료를 넣고 잘 섞어 겨자소스도 만들어 주세요.', '겨자소스를 곁들어 맛있게 즐기세요.']"
1033,목살오향장육과 잣마늘소스,"['메인요리', '키토']","[['보쌈용 목살', '300g'], ['흑설탕', '1술'], ['올리고당', '3술'], ['진간장', '2술'], ['생수', '적당량'], ['팔각', '6개'], ['월계수잎', '3장'], ['통마늘', '4쪽'], ['통생강', '1개'], ['계피', '1개'], ['잣가루', '1술'], ['다진 마늘', '⅓술'], ['소금', '약간'], ['유자청', '1술'], ['매실액', '1술'], ['꿀', '⅓술']]","['냄비에 핏물 뺀 목살과 삶는 재료를 넣고 물이 1/3이 남을 때까지 강불에서 끓여주세요. 다 끓인 후 육수는 두고 삶은 재료를 모두 건져주세요.', '고기를 큼직하게 썰어 냄비에 넣고 순서 1의 육수 4/5컵(150ml), 올리고당, 진간장, 흑설탕을 넣은 뒤 중약불에서 뒤적이며 10분간 조려주세요.', '조린 고기를 얇게 썰고 분량의 소스 재료를 한데 넣고 섞어 소스를 만들어 주세요.  *Tip. 소스 재료 중 꿀은 매실액, 유자청은 레몬청으로 대체 해도 된답니다.', '고기를 특제 잣마늘소스에 콕콕 찍어 맛있게 드세요.']"
1034,유부만둣국,['메인요리'],"[['유부 주머니', '7장'], ['부추', '7줄기'], ['다시마 멸치 육수', '700ml'], ['무우', '⅛개(100g)'], ['표고버섯', '2개'], ['대파 (10cm)', '1개'], ['국간장', '½술'], ['카놀라유', '2술'], ['청주', '약간'], ['소금', '약간'], ['후추', '약간'], ['다짐육', '100g'], ['부추', '4줄기'], ['당면', '½줌(20g)'], ['대파 (10cm)', '1개'], ['두부', '⅙모'], ['참기름', '약간'], ['소금, 후추', '약간']]","['달군 팬에 카놀라유를 두르고 미리 10분간 밑간해 둔 다짐육을 넣어 중불에서 4~5분 볶아주세요.', '볼에 순서 1과 나머지 속재료를 잘게 다져 넣고 골고루 섞어주세요.  *Tip. 당면은 미리 물에 불린 뒤 살짝 데쳐서 사용해주세요!', '데친 유부에 순서 2를 넣고 데친 부추 줄기로 입구를 묶어주세요.', '냄비에 멸치·다시마 육수와 먹기 좋게 썬 무를 넣고 강불에서 끓이다 순서 3을 넣어주세요. 유부주머니가 떠오르면 슬라이스한 표고버섯과 어슷 썬 대파를 넣고 국간장으로 간을 맞춰주세요.', '뜨거운 유부주머니에 입을 데이지 않도록 조심하며 국물과 함께 맛있게 즐기세요~']"
1035,배깍두기,['밑반찬'],"[['배', '1개'], ['쪽파', '3줄기(10g)'], ['고춧가루', '½술'], ['소금', '약간'], ['참깨', '약간'], ['다진 마늘', '⅓술'], ['매실액', '1술'], ['멸치액젓', '1술']]","['볼에 깍둑 썬 배, 고춧가루를 넣고 골고루 버무려 주세요.  *Tip. 배는 껍질에도 영양이 많이 들어 있으므로 깨끗하게 세척한 후 껍질째 깍둑 썰어 사용해도 좋아요!', '나머지 양념과 송송 썬 쪽파를 넣고 살살 버무려 주세요. 배가 당도가 높다면 매실액은 생략해도 좋답니다.', '밥과 함께 맛있게 즐겨보세요.']"
1036,삼색 달걀찜,['밑반찬'],"[['참기름', '적당량'], ['우유', '100ml'], ['달걀 노른자', '4개'], ['소금', '약간'], ['우유', '100ml'], ['달걀', '1개'], ['달걀 흰자', '2개'], ['시금치', '1줌(30g)'], ['소금', '약간'], ['우유', '100ml'], ['달걀', '1개'], ['달걀 흰자', '2개'], ['당근', '약간(20g)'], ['빨간 파프리카', '약간(10g)'], ['소금', '약간']]","['노란색 재료는 잘 섞고 초록색, 빨간색 재료는 믹서에 각각 넣고 간 뒤 각각 섞어 소금으로 간을 맞춰주세요.  *Tip. 색을 진하게 내고 싶다면 당근즙, 시금치즙을 우유와 섞어 사용하세요.', '찜기에 김이 오르면 그릇에 참기름을 바르고 노란색 재료를 그릇의 ⅓ 가량 넣은 뒤 중약불에서 10분간 쪄주세요.  *Tip. 그릇에 키친타월, 면포를 씌우면 수증기가 표면에 떨어지지 않아 계란찜 표면에 구멍이 생기지 않아요!', '초록색 재료를 살살 부어 중약불에서 10분간 쪄낸 후, 빨간색 재료를 부어 중약불에서 10분 찐 뒤 3분간 뜸을 들여주세요.', '찜그릇에서 꺼내 접시에 담은 후 맛있게 즐기세요!']"
1037,베트남샐러드와 흑임자코코넛드레싱,['메인요리'],"[['닭가슴살', '170g'], ['당근', '약간(25g)'], ['오이', '⅕개(40g)'], ['적채', '1과 ½장(40g)'], ['사과', '¼개'], ['노란 파프리카', '¼개'], ['청주', '1술'], ['마늘', '2쪽'], ['양파', '¼개'], ['무우', '약간(50g)'], ['소금, 후추', '약간'], ['흑임자', '2술'], ['레몬즙', '4술'], ['사과', '¼술'], ['마요네즈', '4술(55g)'], ['설탕', '½술'], ['매실액', '1술'], ['플레인요거트', '2술'], ['코코넛밀크', '2술'], ['소금', '약간']]","['냄비에 삶는 재료와 닭가슴살을 넣고 재료가 잠길 만큼 물을 부은 뒤 강불에서 10분간 끓이고 중약불로 줄여 10분간 끓여 속까지 익혀주세요.', '삶은 닭가슴살을 잘게 찢고 모든 채소를 채 썬 뒤 물기를 빼주세요.  *Tip. 오이와 당근은 살짝 볶아서 넣어도 좋아요.', '믹서에 드레싱 재료를 넣고 곱게 갈아주세요.', '플레이팅한 닭가슴살과 채소 위에 드레싱을 넣고 잘 섞은 뒤 맛있게 즐기세요.']"
1038,꽃게두붓국,['메인요리'],"[['꽃게', '2마리'], ['미더덕', '60g'], ['고추가루', '½술'], ['쑥갓', '약간(35g)'], ['생수', '850ml'], ['무우', '⅛개(100g)'], ['다시마 (10*10cm)', '1장'], ['된장', '1술(20g)'], ['대파 (10cm)', '1개'], ['느타리버섯', '¼팩(45g)'], ['두부', '¼모'], ['청양고추', '½개'], ['홍고추', '1개'], ['다진 마늘', '½술'], ['국간장', '약간'], ['소금', '약간']]","['냄비에 생수, 무, 다시마를 넣고 강불에서 10분 끓인 뒤 다시마를 건져내고 된장을 체에 풀어 넣어주세요. 끓어오르면 거품은 걷어내 주세요.', '손질한 꽃게, 미더덕을 넣고 강불에서 3분간 끓여주세요.', '어슷하게 썬 대파와 청양고추, 홍고추를 넣고 끓이다가 느타리버섯, 1cm 두께로 썬 두부, 다진 마늘을 넣고 중불에서 5분간 더 끓여주세요.', '고춧가루, 쑥갓을 넣고 중불에서 2분간 끓이며 간을 봐주세요. 부족한 간은 국간장, 소금으로 맞춰주세요.', '따뜻할 때 국물맛을 음미하며 맛있게 즐겨보세요.']"
1039,맛살숙주나물무침,['밑반찬'],"[['숙주나물', '1과 ½줌(170g)'], ['맛살', '3줄'], ['쪽파', '3줄기(10g)'], ['소금', '약간'], ['참깨', '약간'], ['참기름', '½술'], ['참깨', '약간'], ['국간장', '½술'], ['소금', '3꼬집']]","['냄비에 물과 소금을 넣고 물이 끓으면 숙주나물을 넣어 살짝 데쳐주세요.', '데친 숙주나물을 찬물에 헹군 뒤 물기를 빼주세요.  *Tip. 데친 숙주를 찬물에 헹구면 숙주의 식감이 더욱 아삭해져요!', '볼에 순서 2와 잘게 찢은 맛살을 넣은 뒤 양념 재료를 넣고 조물조물 무친 다음 송송 썬 쪽파와 참깨를 넣어 섞어주세요.  *Tip. 숙주나물을 오래 데치거나 손으로 많이 주므르면 아삭한 식감이 사라지므로 주의해야 해요!', '맛살과 숙주의 맛과 식감을 음미하며 맛있게 즐겨보세요!']"
1040,삼색 인절미 크루아상,['간식'],"[['크루아상', '1개(80g)'], ['콩고물 인절미', '2개(20g)'], ['흑임자 인절미', '2개(20g)'], ['카스텔라 인절미', '2개(20g)'], ['볶은 콩가루', '1술'], ['연유', '적당량']]","['가로로 슬라이스한 크루아상에 전자렌지에 데운 인절미를 모두 넣어주세요.  *Tip. 크루아상이 없다면 식빵으로 대체해도 좋아요. 달군 팬에 버터를 두르고 인절미를 넣은 식빵을 뚜껑을 덮은 채 익히면 된답니다!', '크루아상 위에 볶은 콩가루, 연유를 골고루 뿌리면 완성이예요.  *Tip. 볶은 콩가루 대신 인절미에 묻어 있는 콩고물을 뿌려도 좋아요. 아몬드슬라이스가 있으면 함께 뿌려 드셔도 맛있답니다.']"
1041,골뱅이 비빔밥,['메인요리'],"[['골뱅이통조림', '1개(230g)'], ['밥', '2공기'], ['김가루', '약간'], ['숙주나물', '1줌(100g)'], ['부추', '10줄기(30g)'], ['참기름', '약간'], ['소금', '약간'], ['다진 마늘', '⅓술'], ['골뱅이통조림 국물', '50ml'], ['참기름', '1술'], ['매실액', '1술'], ['올리고당', '2술'], ['고추장', '2술'], ['무우', '⅒개(60g)'], ['비트', '약간(10g)'], ['콜라비', '약간(30g)'], ['설탕', '½술'], ['식초', '1술'], ['소금', '1꼬집']]","['달군 팬에 분량의 양념 재료를 넣고 중약불에서 3분간 볶아주세요.', '적당히 자른 골뱅이를 넣고 중불에서 1분 더 볶아주세요.', '살짝 데친 뒤 물기를 뺀 숙주나물과 2cm 길이로 썬 부추, 참기름, 소금을 볼에 넣고 함께 무쳐주세요.', '그릇에 밥, 순서 3의 나물, 미리 분량의 재료에 20분간 절여 놓은 절임 채소를 넣고 순서 2의 양념장과 김가루를 얹어주세요.', '골고루 비벼 맛있게 즐겨보세요!']"
1042,섬초 된장국,['한식'],"[['섬초', '2줌(120g)'], ['홍고추', '1개'], ['멸치 다시마 육수', '700ml'], ['된장', '1과 ½큰술(35g)'], ['다진 마늘', '1작은술']]","['손질한 섬초를 살짝 데친 뒤 3~4등분으로 썰어 주세요.', '멸치·다시마 육수에 된장을 풀어서 넣고 강불에서 5~6분간 끓여주세요.', '섬초, 다진 마늘, 어슷하게 썬 홍고추를 넣고 중약불에서 5분 더 끓여주세요.', '섬초와 된장이 잘 우러난 국물에 밥과 김치를 곁들이면 그 자체로 훌륭한 한 상의 완성이예요!']"
1043,팔락파니르,['메인요리'],"[['브로콜리', '약간(30g)'], ['시금치', '½줌'], ['우유', '50ml'], ['버터', '⅔술(10g)'], ['양파', '½개'], ['당근', '약간(30g)'], ['감자', '½개'], ['체다치즈', '1과 ½장'], ['밥', '2공기'], ['생수', '350ml'], ['시판용 카레가루', '4술(50g)']]","['믹서에 적당히 썬 브로콜리, 시금치, 우유를 넣고 곱게 갈아주세요.', '달군 팬에 버터를 녹인 뒤 중약불에서 양파를 넣고 색이 투명해질 때까지 볶아준 뒤 깍둑 썬 당근, 감자를 넣고 5분간 볶아주세요.', '카레물을 넣고 저어가며 중약불에서 5분 끓인 뒤, 순서 1을 섞고 한 번 더 끓여주세요.', '체다치즈를 넣고 치즈가 녹을 때까지 저어가며 약불에서 2분 더 끓여주세요.', '그릇에 밥을 담고 그 주위에 완성돤 팔락파니르를 부으면 완성이예요. 견과류를 곁들여 드시면 고소한 맛도 함께 즐길 수가 있답니다.']"
